event_id,layer,x,y,z,t
13.0,0.0,4.8259,19.3688,-108.7977,15.8646
13.0,0.0,5.30849,21.305680000000002,-108.7977,17.451060000000002
13.0,1.0,12.7692,37.9415,-217.6368,16.648
13.0,1.0,14.04612,41.73565,-217.6368,18.312800000000003
13.0,2.0,23.4574,55.2372,-326.4517,17.5512
13.0,2.0,25.803140000000003,60.760920000000006,-326.4517,19.306320000000003
13.0,3.0,36.8785,70.9641,-435.3108,17.8762
13.0,3.0,40.56635000000001,78.06051000000001,-435.3108,19.66382
13.0,4.0,52.8424,84.8958,-544.1009,18.6569
13.0,4.0,58.12664,93.38538,-544.1009,20.52259
14.0,0.0,5.6781,-19.1452,-94.7628,4.77
14.0,0.0,6.24591,-21.059720000000002,-94.7628,5.247
14.0,1.0,16.2162,-36.5472,-189.6299,5.5695
14.0,1.0,17.83782,-40.20192,-189.6299,6.12645
14.0,2.0,31.1787,-51.2976,-284.4496,6.1159
14.0,2.0,34.29657,-56.42736000000001,-284.4496,6.72749
14.0,3.0,50.0396,-62.4557,-379.2421,6.8375
14.0,3.0,55.04356000000001,-68.70127000000001,-379.2421,7.521250000000001
14.0,4.0,72.0014,-69.3553,-474.0702,7.5397
14.0,4.0,79.20154000000001,-76.29083,-474.0702,8.29367
15.0,0.0,0.3182,20.0174,9.0424,17.7858
15.0,0.0,0.35002,22.01914,9.0424,19.56438
15.0,1.0,1.6446,39.9673,18.123,18.3734
15.0,1.0,1.8090600000000001,43.96403000000001,18.123,20.21074
15.0,2.0,4.1632,59.907,27.1367,18.9624
15.0,2.0,4.5795200000000005,65.8977,27.1367,20.85864
15.0,3.0,7.7189,79.6181,36.2111,19.7395
15.0,3.0,8.49079,87.57991,36.2111,21.71345
15.0,4.0,12.3934,99.2356,45.2688,20.3062
15.0,4.0,13.63274,109.15916000000001,45.2688,22.336820000000003
16.0,0.0,19.9837,0.7483,-10.5698,20.3192
16.0,0.0,21.98207,0.82313,-10.5698,22.35112
16.0,1.0,39.9646,-1.7002,-21.2301,20.9507
16.0,1.0,43.96106,-1.87022,-21.2301,23.045770000000005
16.0,2.0,59.5485,-7.421,-31.7641,21.7769
16.0,2.0,65.50335,-8.163100000000002,-31.7641,23.954590000000003
16.0,3.0,78.3008,-16.3323,-42.3673,22.4425
16.0,3.0,86.13088,-17.96553,-42.3673,24.68675
16.0,4.0,95.9064,-28.3386,-52.9595,23.1052
16.0,4.0,105.49704000000001,-31.17246,-52.9595,25.41572
17.0,0.0,19.8031,3.0194,-23.2989,2.7138
17.0,0.0,21.783410000000003,3.32134,-23.2989,2.98518
17.0,1.0,39.2763,7.4439,-46.6353,3.5901
17.0,1.0,43.20393,8.18829,-46.6353,3.9491100000000006
17.0,2.0,58.5528,13.2332,-69.9296,3.8012
17.0,2.0,64.40808,14.55652,-69.9296,4.18132
17.0,3.0,77.3767,20.3697,-93.2867,4.8113
17.0,3.0,85.11437000000001,22.406670000000005,-93.2867,5.29243
17.0,4.0,95.7355,28.8428,-116.5957,5.3978
17.0,4.0,105.30905000000001,31.727080000000004,-116.5957,5.9375800000000005
18.0,0.0,14.2813,14.0143,33.4892,6.9569
18.0,0.0,15.709430000000001,15.415730000000002,33.4892,7.652590000000001
18.0,1.0,27.594,29.0002,66.9538,7.5954
18.0,1.0,30.353400000000004,31.90022,66.9538,8.354940000000001
18.0,2.0,39.8445,44.9049,100.4173,8.3126
18.0,2.0,43.82895,49.39539,100.4173,9.14386
18.0,3.0,51.0338,61.6198,133.8782,9.1625
18.0,3.0,56.13718,67.78178,133.8782,10.078750000000001
18.0,4.0,61.1276,79.1532,167.4515,9.8213
18.0,4.0,67.24036000000001,87.06852,167.4515,10.803430000000002
19.0,0.0,19.0034,6.2389,-8.5361,17.7061
19.0,0.0,20.90374,6.86279,-8.5361,19.47671
19.0,1.0,39.3438,7.0853,-17.1597,18.3046
19.0,1.0,43.278180000000006,7.793830000000001,-17.1597,20.135060000000003
19.0,2.0,59.9906,2.342,-25.7126,18.8111
19.0,2.0,65.98966,2.5762000000000005,-25.7126,20.692210000000003
19.0,3.0,79.6334,-7.979,-34.3045,19.3428
19.0,3.0,87.59674,-8.776900000000001,-34.3045,21.27708
19.0,4.0,97.168,-23.7267,-42.8431,20.2491
19.0,4.0,106.88480000000001,-26.099370000000004,-42.8431,22.27401
20.0,0.0,-18.6336,7.2367,61.9482,3.4827
20.0,0.0,-20.49696,7.96037,61.9482,3.83097
20.0,1.0,-36.5083,16.3216,123.9244,4.276
20.0,1.0,-40.159130000000005,17.953760000000003,123.9244,4.7036
20.0,2.0,-53.4658,27.2126,185.8819,4.9746
20.0,2.0,-58.812380000000005,29.93386,185.8819,5.47206
20.0,3.0,-69.378,39.7632,247.8574,5.5208
20.0,3.0,-76.31580000000001,43.73952,247.8574,6.0728800000000005
20.0,4.0,-84.2111,53.9804,309.8222,6.2006
20.0,4.0,-92.63221000000001,59.378440000000005,309.8222,6.82066
21.0,0.0,-16.2447,-11.6729,-4.9145,24.1645
21.0,0.0,-17.869170000000004,-12.840190000000002,-4.9145,26.58095
21.0,1.0,-33.0975,-22.4554,-9.8588,24.8515
21.0,1.0,-36.40725,-24.700940000000003,-9.8588,27.336650000000002
21.0,2.0,-50.5461,-32.303,-14.779,25.5909
21.0,2.0,-55.60071000000001,-35.5333,-14.779,28.149990000000003
21.0,3.0,-68.5753,-41.1869,-19.6797,26.0095
21.0,3.0,-75.43283000000001,-45.30559,-19.6797,28.61045
21.0,4.0,-87.0922,-49.1584,-24.6482,26.5422
21.0,4.0,-95.80142000000001,-54.07424,-24.6482,29.196420000000003
22.0,0.0,18.6515,-7.1969,86.9819,11.4049
22.0,0.0,20.51665,-7.916590000000001,86.9819,12.545390000000001
22.0,1.0,36.016,-17.4034,173.9006,12.2401
22.0,1.0,39.6176,-19.143740000000005,173.9006,13.464110000000002
22.0,2.0,51.657,-30.4879,260.8742,12.5817
22.0,2.0,56.8227,-33.53669,260.8742,13.839870000000001
22.0,3.0,65.2849,-46.275,347.8448,13.3246
22.0,3.0,71.81339,-50.9025,347.8448,14.657060000000001
22.0,4.0,76.5209,-64.3992,434.7766,14.1309
22.0,4.0,84.17299,-70.83912,434.7766,15.543990000000003
23.0,0.0,-6.2027,19.0321,-28.1399,7.4681
23.0,0.0,-6.822970000000001,20.93531,-28.1399,8.21491
23.0,1.0,-14.3992,37.2998,-56.3281,8.1415
23.0,1.0,-15.839120000000001,41.02978,-56.3281,8.955650000000002
23.0,2.0,-24.5577,54.7044,-84.4864,8.7564
23.0,2.0,-27.01347,60.17484,-84.4864,9.63204
23.0,3.0,-36.6473,71.1087,-112.6487,9.6273
23.0,3.0,-40.31203000000001,78.21957,-112.6487,10.59003
23.0,4.0,-50.4519,86.331,-140.8323,10.1418
23.0,4.0,-55.49709000000001,94.96410000000002,-140.8323,11.155980000000001
24.0,0.0,-19.333,-5.2044,-98.6443,12.8241
24.0,0.0,-21.2663,-5.72484,-98.6443,14.10651
24.0,1.0,-38.9894,-9.1203,-197.3131,13.593
24.0,1.0,-42.88834000000001,-10.032330000000002,-197.3131,14.952300000000001
24.0,2.0,-58.8343,-11.791,-296.0102,14.4279
24.0,2.0,-64.71773,-12.970100000000002,-296.0102,15.87069
24.0,3.0,-78.9002,-13.2526,-394.6309,14.9763
24.0,3.0,-86.79022,-14.577860000000001,-394.6309,16.473930000000003
24.0,4.0,-99.0886,-13.4405,-493.3938,15.7248
24.0,4.0,-108.99746,-14.784550000000001,-493.3938,17.29728
25.0,0.0,18.5604,7.4417,-41.8387,25.5399
25.0,0.0,20.41644,8.185870000000001,-41.8387,28.093890000000002
25.0,1.0,37.7395,13.284,-83.7177,26.0531
25.0,1.0,41.513450000000006,14.612400000000003,-83.7177,28.658410000000003
25.0,2.0,57.3681,17.4591,-125.5257,26.6338
25.0,2.0,63.104910000000004,19.20501,-125.5257,29.297180000000004
25.0,3.0,77.4768,19.9439,-167.3562,27.3429
25.0,3.0,85.22448,21.938290000000002,-167.3562,30.07719
25.0,4.0,97.8451,20.7577,-209.2414,28.1283
25.0,4.0,107.62961000000001,22.833470000000002,-209.2414,30.94113
26.0,0.0,-17.2123,-10.1163,102.1328,1.6818
26.0,0.0,-18.93353,-11.127930000000001,102.1328,1.8499800000000002
26.0,1.0,-35.6606,-18.1077,204.2704,2.5672
26.0,1.0,-39.22666,-19.918470000000003,204.2704,2.82392
26.0,2.0,-55.0541,-23.8457,306.3401,2.8825
26.0,2.0,-60.55951,-26.230270000000004,306.3401,3.17075
26.0,3.0,-75.1846,-27.326,408.5104,3.7554
26.0,3.0,-82.70306000000001,-30.058600000000002,408.5104,4.13094
26.0,4.0,-95.8849,-28.3089,510.6659,4.4191
26.0,4.0,-105.47339000000001,-31.139790000000005,510.6659,4.86101
27.0,0.0,2.4051,19.8325,35.9875,14.5612
27.0,0.0,2.64561,21.81575,35.9875,16.01732
27.0,1.0,3.6766,39.8001,71.9778,15.3325
27.0,1.0,4.04426,43.78011,71.9778,16.865750000000002
27.0,2.0,3.7433,59.8739,108.0148,15.8644
27.0,2.0,4.11763,65.86129000000001,108.0148,17.45084
27.0,3.0,2.6827,79.9593,144.0437,16.8282
27.0,3.0,2.9509700000000003,87.95523,144.0437,18.511020000000002
27.0,4.0,0.4588,99.9735,180.0319,17.2908
27.0,4.0,0.50468,109.97085000000001,180.0319,19.019880000000004
28.0,0.0,12.8101,-15.3737,6.5437,18.4721
28.0,0.0,14.091110000000002,-16.911070000000002,6.5437,20.31931
28.0,1.0,26.5522,-29.9599,13.082,18.9835
28.0,1.0,29.207420000000003,-32.955890000000004,13.082,20.88185
28.0,2.0,41.1108,-43.7483,19.6406,19.6379
28.0,2.0,45.22188,-48.12313,19.6406,21.60169
28.0,3.0,56.4929,-56.6219,26.1725,20.4492
28.0,3.0,62.14219000000001,-62.28409,26.1725,22.494120000000002
28.0,4.0,72.6579,-68.6916,32.6972,21.1646
28.0,4.0,79.92369000000001,-75.56076,32.6972,23.281060000000004
29.0,0.0,9.1135,17.7952,11.5819,6.0324
29.0,0.0,10.02485,19.574720000000003,11.5819,6.63564
29.0,1.0,17.1252,36.1815,23.1993,6.6657
29.0,1.0,18.83772,39.79965,23.1993,7.332270000000001
29.0,2.0,23.9394,55.0271,34.8171,7.2599
29.0,2.0,26.33334,60.529810000000005,34.8171,7.98589
29.0,3.0,29.7547,74.2766,46.3749,7.9705
29.0,3.0,32.73017,81.70426,46.3749,8.767550000000002
29.0,4.0,34.2487,93.894,57.9851,8.7606
29.0,4.0,37.673570000000005,103.28340000000001,57.9851,9.636660000000001
30.0,0.0,-14.4228,13.888,-94.3564,4.0163
30.0,0.0,-15.865080000000003,15.276800000000001,-94.3564,4.417930000000001
30.0,1.0,-25.6222,30.7053,-188.678,4.7779
30.0,1.0,-28.184420000000003,33.775830000000006,-188.678,5.25569
30.0,2.0,-33.1837,50.0008,-283.0587,5.4032
30.0,2.0,-36.50207,55.00088,-283.0587,5.94352
30.0,3.0,-36.6784,71.0867,-377.3802,6.0728
30.0,3.0,-40.34624000000001,78.19537,-377.3802,6.68008
30.0,4.0,-35.8439,93.3538,-471.7158,6.8706
30.0,4.0,-39.428290000000004,102.68918000000002,-471.7158,7.55766
31.0,0.0,1.3578,19.9518,73.4744,15.0259
31.0,0.0,1.49358,21.94698,73.4744,16.52849
31.0,1.0,0.0489,39.9771,146.9274,15.7624
31.0,1.0,0.053790000000000004,43.974810000000005,146.9274,17.33864
31.0,2.0,-3.7931,59.886,220.4011,16.3878
31.0,2.0,-4.17241,65.87460000000002,220.4011,18.02658
31.0,3.0,-10.3325,79.3335,293.8575,17.032
31.0,3.0,-11.36575,87.26685,293.8575,18.735200000000003
31.0,4.0,-19.3596,98.0867,367.3238,17.6623
31.0,4.0,-21.295560000000002,107.89537,367.3238,19.42853
32.0,0.0,10.5479,16.9858,68.9608,18.496
32.0,0.0,11.60269,18.684380000000004,68.9608,20.3456
32.0,1.0,23.3736,32.4631,137.8295,19.1449
32.0,1.0,25.71096,35.70941,137.8295,21.05939
32.0,2.0,38.4043,46.0902,206.7638,19.7277
32.0,2.0,42.244730000000004,50.699220000000004,206.7638,21.70047
32.0,3.0,55.3666,57.7117,275.6734,20.4094
32.0,3.0,60.90326,63.482870000000005,275.6734,22.450340000000004
32.0,4.0,74.1237,67.1567,344.6143,21.2284
32.0,4.0,81.53607000000001,73.87237,344.6143,23.351240000000004
33.0,0.0,19.3695,-5.0125,14.6362,9.1503
33.0,0.0,21.30645,-5.513750000000001,14.6362,10.065330000000001
33.0,1.0,38.467,-10.926,29.2651,9.3725
33.0,1.0,42.313700000000004,-12.018600000000001,29.2651,10.309750000000001
33.0,2.0,57.3573,-17.7177,43.9004,10.0857
33.0,2.0,63.093030000000006,-19.48947,43.9004,11.09427
33.0,3.0,75.8341,-25.3794,58.5449,10.7053
33.0,3.0,83.41751000000001,-27.917340000000003,58.5449,11.775830000000001
33.0,4.0,94.0577,-33.9301,73.191,11.6123
33.0,4.0,103.46347,-37.32311000000001,73.191,12.773530000000001
34.0,0.0,18.6814,-7.1728,10.6014,22.4809
34.0,0.0,20.54954,-7.89008,10.6014,24.72899
34.0,1.0,38.3253,-11.5008,21.2441,23.2212
34.0,1.0,42.157830000000004,-12.65088,21.2441,25.54332
34.0,2.0,58.5698,-12.9642,31.8722,23.7693
34.0,2.0,64.42678000000001,-14.260620000000001,31.8722,26.146230000000003
34.0,3.0,79.158,-11.3941,42.5497,24.3655
34.0,3.0,87.0738,-12.533510000000001,42.5497,26.802050000000005
34.0,4.0,99.7543,-6.8823,53.0977,25.1653
34.0,4.0,109.72973,-7.570530000000001,53.0977,27.68183
35.0,0.0,-7.4907,-18.5577,104.2477,10.5715
35.0,0.0,-8.239770000000002,-20.413470000000004,104.2477,11.628650000000002
35.0,1.0,-16.4804,-36.4385,208.4403,11.2358
35.0,1.0,-18.12844,-40.08235,208.4403,12.35938
35.0,2.0,-27.0236,-53.5313,312.68,12.0926
35.0,2.0,-29.72596,-58.88443000000001,312.68,13.30186
35.0,3.0,-39.0084,-69.8561,416.9394,12.7357
35.0,3.0,-42.909240000000004,-76.84171,416.9394,14.00927
35.0,4.0,-52.3597,-85.2181,521.1615,13.4775
35.0,4.0,-57.59567,-93.73991000000001,521.1615,14.82525
36.0,0.0,-19.6246,3.9219,-39.5193,8.1627
36.0,0.0,-21.58706,4.31409,-39.5193,8.97897
36.0,1.0,-38.9408,9.2122,-79.0488,8.9098
36.0,1.0,-42.834880000000005,10.13342,-79.0488,9.800780000000001
36.0,2.0,-57.8084,15.9883,-118.5852,9.4403
36.0,2.0,-63.589240000000004,17.587130000000002,-118.5852,10.384330000000002
36.0,3.0,-76.2709,24.1003,-158.1477,10.1941
36.0,3.0,-83.89799000000001,26.510330000000003,-158.1477,11.213510000000001
36.0,4.0,-94.1885,33.6017,-197.6899,10.9303
36.0,4.0,-103.60735000000001,36.961870000000005,-197.6899,12.023330000000001
37.0,0.0,19.1874,-5.6001,26.1187,14.1489
37.0,0.0,21.106140000000003,-6.16011,26.1187,15.563790000000001
37.0,1.0,37.9897,-12.5209,52.2601,14.677
37.0,1.0,41.78867,-13.77299,52.2601,16.1447
37.0,2.0,56.3163,-20.7481,78.4399,15.7062
37.0,2.0,61.94793000000001,-22.822910000000004,78.4399,17.27682
37.0,3.0,74.0463,-30.3119,104.5617,16.2943
37.0,3.0,81.45093000000001,-33.343090000000004,104.5617,17.923730000000003
37.0,4.0,91.1924,-41.0971,130.6994,16.8506
37.0,4.0,100.31164000000001,-45.206810000000004,130.6994,18.53566
38.0,0.0,-3.077,19.7403,-71.6214,9.4309
38.0,0.0,-3.3847,21.714330000000004,-71.6214,10.373990000000001
38.0,1.0,-8.7158,39.0555,-143.1561,10.0704
38.0,1.0,-9.587380000000001,42.96105000000001,-143.1561,11.077440000000001
38.0,2.0,-16.7165,57.6372,-214.7418,10.7306
38.0,2.0,-18.388150000000003,63.400920000000006,-214.7418,11.803660000000002
38.0,3.0,-27.0877,75.3235,-286.3429,11.6501
38.0,3.0,-29.796470000000003,82.85585,-286.3429,12.81511
38.0,4.0,-39.686,91.8078,-357.9096,12.1845
38.0,4.0,-43.6546,100.98858000000001,-357.9096,13.40295
39.0,0.0,19.4963,4.2403,-112.4766,2.7325
39.0,0.0,21.445930000000004,4.6643300000000005,-112.4766,3.0057500000000004
39.0,1.0,38.2741,11.6936,-224.9705,3.2618
39.0,1.0,42.10151,12.862960000000001,-224.9705,3.5879800000000004
39.0,2.0,55.7366,22.2412,-337.4632,4.0214
39.0,2.0,61.31026000000001,24.465320000000002,-337.4632,4.42354
39.0,3.0,71.5673,35.7188,-449.9541,4.7529
39.0,3.0,78.72403000000001,39.29068,-449.9541,5.228190000000001
39.0,4.0,85.481,51.8684,-562.4649,5.3908
39.0,4.0,94.0291,57.055240000000005,-562.4649,5.92988
40.0,0.0,-11.7579,-16.1715,-45.9734,17.0764
40.0,0.0,-12.93369,-17.788650000000004,-45.9734,18.78404
40.0,1.0,-24.6693,-31.4708,-91.9079,17.2944
40.0,1.0,-27.13623,-34.61788000000001,-91.9079,19.02384
40.0,2.0,-38.7111,-45.8379,-137.8305,18.3552
40.0,2.0,-42.58221,-50.42169,-137.8305,20.190720000000002
40.0,3.0,-53.8538,-59.2089,-183.8451,18.9025
40.0,3.0,-59.239180000000005,-65.12979,-183.8451,20.79275
40.0,4.0,-69.9039,-71.4903,-229.8187,19.5662
40.0,4.0,-76.89429,-78.63933000000002,-229.8187,21.52282
41.0,0.0,-7.9519,18.3317,63.2377,22.9128
41.0,0.0,-8.74709,20.164870000000004,63.2377,25.20408
41.0,1.0,-17.1849,36.1221,126.5435,23.6264
41.0,1.0,-18.90339,39.73431000000001,126.5435,25.989040000000003
41.0,2.0,-27.8508,53.1658,189.7894,24.2245
41.0,2.0,-30.63588,58.48238,189.7894,26.64695
41.0,3.0,-39.7431,69.4303,253.0091,24.77
41.0,3.0,-43.71741,76.37333000000001,253.0091,27.247000000000003
41.0,4.0,-52.8444,84.8401,316.2647,25.4978
41.0,4.0,-58.128840000000004,93.32411000000002,316.2647,28.047580000000004
42.0,0.0,-15.6658,12.4358,20.579,23.6446
42.0,0.0,-17.232380000000003,13.679380000000002,20.579,26.00906
42.0,1.0,-29.9927,26.4777,41.1266,24.1591
42.0,1.0,-32.99197,29.12547,41.1266,26.575010000000002
42.0,2.0,-42.9012,41.9392,61.7199,24.7954
42.0,2.0,-47.191320000000005,46.133120000000005,61.7199,27.274940000000004
42.0,3.0,-54.2278,58.7882,82.2611,25.5122
42.0,3.0,-59.650580000000005,64.66702000000001,82.2611,28.06342
42.0,4.0,-63.9489,76.8869,102.8038,26.1806
42.0,4.0,-70.34379000000001,84.57559,102.8038,28.79866
43.0,0.0,-2.1707,19.8892,5.4547,24.8252
43.0,0.0,-2.38777,21.87812,5.4547,27.30772
43.0,1.0,-6.8759,39.4011,10.8518,25.4777
43.0,1.0,-7.56349,43.341210000000004,10.8518,28.025470000000002
43.0,2.0,-14.0018,58.3315,16.3013,26.0723
43.0,2.0,-15.40198,64.16465000000001,16.3013,28.67953
43.0,3.0,-23.449,76.4818,21.7297,26.8002
43.0,3.0,-25.793900000000004,84.12998000000002,21.7297,29.480220000000003
43.0,4.0,-35.2235,93.5503,27.1926,27.3619
43.0,4.0,-38.745850000000004,102.90533,27.1926,30.09809
44.0,0.0,-17.1654,10.2337,57.5577,20.7717
44.0,0.0,-18.881940000000004,11.257070000000002,57.5577,22.84887
